频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频
TV9 Marathi (720p),https://dyjmyiv3bp2ez.cloudfront.net/pub-iotv9marlygv8h/liveabr/playlist.m3u8,网络源,https://i.imgur.com/5AshBho.png,3.523,未分组,h264,640x360,25.0,有音频
[HD]etv,https://stream1.freetv.fun/etv-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506164603528342_17.png,9.044,未分组,h264,1280x720,25.0,有音频
GEM Food,https://wild-dawn-81ef.srmhoburfqyupzwxbu.workers.dev/?url=https://ca-rt.onetv.app/gemfood/index-0.m3u8,网络源,https://i.imgur.com/SMtSinK.png,0.687,未分组,h264,720x576,25.0,有音频
Max Middle East (1080p),http://87.255.35.150:18851,网络源,https://i.imgur.com/AFXPVYD.png,5.286,未分组,h264,1920x1080,25.0,有音频
ç”˜è‚ƒå«è§†,https://stream1.freetv.fun/cf962927d8868ae24438dd74043f16685c2205ec8c0f913b17d11fe81e3d348a.m3u8,网络源,,5.588,未分组,,,,无音频
[BD]登封新闻综合频道,https://stream1.freetv.fun/deng-feng-xin-wen-zong-he-1.m3u8,网络源,https://epg.pw/media/img/logo/2_16.jpg,10.161,未分组,h264,1920x1080,25.0,有音频
[VGA]陕西卫视,https://stream1.freetv.fun/shan-xi-wei-shi-102.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/31/large/20220531150903888489_91.jpg,2.699,未分组,,,,无音频
ä¸­å¤©å¨±ä¹,https://stream1.freetv.fun/zhong-tian-yu-le-2.m3u8,网络源,,0.919,未分组,h264,1280x720,25.0,有音频
ANTV (480p),https://ott1.nethubtv.vn/live/antv/playlist.m3u8,网络源,https://static.wikia.nocookie.net/logos/images/1/1a/ANTV_2023.png/revision/latest/scale-to-width-down/512?path-prefix=vi,10.945,未分组,h264,854x480,25.0,有音频
[BD]tsn 2 (usa)--,https://stream1.freetv.fun/tsn-2-5.ctv,网络源,https://epg.pw/media/uploads/tmp_logo/2015/08/21/20150821155424578482_92.png,0.663,未分组,h264,1920x1080,60.0,有音频
