频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频
FailArmy,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/62bdb5500c21270007218ce1/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=2c7a2d92-35fc-11ef-a031-2b5d494037a2&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=ecaff509-d568-42e3-8ce7-0595119efeac,网络源,https://i.imgur.com/VIpQJxL.png,2.310,未分组,h264,426x240,30.0,有音频
[BD]caracol tv,https://stream1.freetv.fun/caracol-tv-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2014/12/27/20141227024711323020_24.jpg,3.493,未分组,h264,1920x1080,29.97002997002997,有音频
[HD]内江科教生活,https://stream1.freetv.fun/nei-jiang-ke-jiao-sheng-huo-1.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/22/large/20230722142304073171_20.png,6.717,未分组,h264,1280x720,25.0,有音频
Failarmy International (720p),https://failarmy-international-au.samsung.wurl.tv/playlist.m3u8,网络源,https://i.imgur.com/VIpQJxL.png,0.922,未分组,h264,1280x720,29.97002997002997,有音频
[BD]cartoon netwrk *m[geo-blocked],https://stream1.freetv.fun/cartoon-netwrk--m-1.ctv,网络源,https://epg.pw/media/images/channel/2025/01/28/large/20250128060650320978_43.jpg,1.614,未分组,h264,1920x1080,30.0,有音频
Calabasas Channel (480p),https://cdn3.wowza.com/5/UWpORHhLSEs5SkJs/calabasas/G0009_003/playlist.m3u8,网络源,https://i.imgur.com/N5uiIJo.png,0.748,未分组,h264,640x480,25.0,有音频
The Word Network (1080p),https://clouditize.piksel.tech/hls/live/2043070/ClouditizeStream1/playlist.m3u8,网络源,https://i.imgur.com/ltFBrrj.png,0.572,未分组,h264,1920x1080,29.97002997002997,有音频
[BD]sky drama ==,https://stream1.freetv.fun/sky-drama-2.ctv,网络源,https://epg.pw/media/uploads/tmp_logo/2015/08/21/20150821130735873423_93.jpg,0.732,未分组,h264,1920x1080,25.0,无音频
[BD]calcala 10 ערוץ,https://stream1.freetv.fun/calcala-10--rvts-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/12/12/20151212033736253761_80.jpg,19.049,未分组,h264,640x360,25.0,有音频
ä¸œæ–¹å«è§†,https://stream1.freetv.fun/d49c42e377a3c69a6dbd4489265b8d89168a6cd39cd418df86ed141b58d05c39.m3u8,网络源,,1.900,未分组,h264,1280x720,25.0,有音频
Al Masirah (720p) [Not 24/7],https://live.cdnbridge.tv/Almasirah/Almasirah_all/playlist.m3u8,网络源,https://i.imgur.com/V055t5e.png,7.953,未分组,h264,284x160,25.0,有音频
Les filles d'à côté,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/60549d97cd7b090007c73314/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=8e05c6a2-1f2c-11ef-86d8-5d587df108c6&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=61cfbbdf-3d49-4d7f-8543-a26adf49304b,网络源,https://i.imgur.com/dxipSaQ.png,1.939,未分组,h264,426x240,30.0,有音频
People Are Awesome,https://3ab76e42.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/UmFrdXRlblRWLWV1X1Blb3BsZUFyZUF3ZXNvbWVfSExT/playlist.m3u8,网络源,https://i.imgur.com/MsIx7Ax.png,0.897,未分组,h264,384x216,29.97002997002997,有音频
Perry Mason,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/64eddc3485efec00085b0369/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=1b1f3876-4b81-11ef-a8ac-e146e4e7be02&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=09f836b5-3c59-462d-95a2-726c229b62d4,网络源,https://i.imgur.com/rHUUAwW.png,2.396,未分组,h264,426x240,30.0,有音频
Ready TV Canal 6 (720p) [Not 24/7],https://streaming.telecablecentral.com.do/ReadyTV/ReadyHD/playlist.m3u8,网络源,https://i.imgur.com/ZONPQhR.png,2.460,未分组,h264,1280x720,29.97002997002997,有音频
[HD]cartoon network *m[geo-blocked],https://stream1.freetv.fun/cartoon-network--m-2.ctv,网络源,https://epg.pw/media/images/channel/2025/01/28/large/20250128060650320978_43.jpg,2.021,未分组,h264,1280x720,25.0,有音频
Real Housewives Vault,https://xumo-xumoent-vc-123-8gq0q.fast.nbcuni.com/live/master.m3u8,网络源,,1.703,未分组,h264,426x240,30.0,有音频
ä¸œæ–¹å«è§†,https://stream1.freetv.fun/56fc198d7ec4a227f6311d4ade4aad1840b5e88ec1217be3f57f765ac0355c1f.m3u8,网络源,,1.897,未分组,h264,1280x720,25.0,有音频
åŒ—äº¬è´¢ç»,https://migu.188766.xyz/?migutoken=9a912c56f4e7584752a9642be68dc2db&id=%E5%8C%97%E4%BA%AC%E8%B4%A2%E7%BB%8F&type=yy,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/åŒ—äº¬è´¢ç».png,0.583,未分组,h264,1920x1080,28.0,有音频
ä½™æ­æœªæ¥E,http://l.cztvcloud.com/channels/lantian/SXyuhang3/720p.m3u8?zzhed,网络源,,2.034,未分组,h264,1920x1080,25.0,有音频
ä¹‹æ±Ÿè®°å½•,http://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8?,网络源,,3.478,未分组,h264,1920x1080,25.0,有音频
ä¸Šè™ç»¼åˆ,https://stream1.freetv.fun/shang-yu-zong-he-1.m3u8,网络源,,2.850,未分组,h264,1920x1080,50.0,有音频
Cali TV (540p) [Not 24/7],https://5ab772334c39c.streamlock.net/live-calitv/calitv1/playlist.m3u8,网络源,https://i.imgur.com/2312Luq.png,0.921,未分组,h264,1920x1080,30.0,有音频
Bushehr,https://ncdn.telewebion.com/bushehr/live/playlist.m3u8,网络源,https://upload.wikimedia.org/wikipedia/fa/thumb/9/94/Bushehr_TV.svg/200px-Bushehr_TV.svg.png,6.686,未分组,h264,720x576,25.0,有音频
C-SPAN 2 (720p) [Not 24/7],https://tvpass.org/live/CSPAN2/hd,网络源,https://i.postimg.cc/t4qZPdcq/cspan2.png,2.324,未分组,h264,640x360,59.94005994005994,有音频
[BD]sky movies drama romance uk ==[geo-blocked],https://stream1.freetv.fun/sky-movies-drama-romance-uk-3.ctv,网络源,https://epg.pw/media/uploads/tmp_logo/2015/02/11/20150211202848047428_79.jpg,0.711,未分组,h264,1920x1080,25.0,有音频
åŒ—äº¬é’å¹´,http://player.cntv.cn/standard/live_HLSDRM20180919.swf?v=180.171.5.8.9.6.3.9&ChannelID=btv8&videoTVChannel=btv8&P2PChannelID=pd://cctv_p2p_hdbtv8&tai=btv8&VideoName=btv8&channelID=btv8,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/åŒ—äº¬é’å¹´.png,0.517,未分组,rawvideo,19x24,25.0,无音频
å†…è’™å¤å«è§†,https://epg.pw/stream/4771a189ad19420bb986b757be6eebee1b68d9f586e1580a742e4a63d015a966.m3u8,网络源,,5.844,未分组,,,,无音频
Expressen TV (1080p),https://cdn0-03837-liveedge0.dna.ip-only.net/03837-liveedge0/smil:03837-tx2/playlist.m3u8,网络源,https://i.imgur.com/ai0BIci.png,7.117,未分组,h264,426x240,25.0,有音频
ä¸œæ–¹å«è§†,http://kkk.888.3116598.xyz/api.php?n=tttt&id=DvmNwq&tk=FgM0vQMejxvG,网络源,,0.254,未分组,,,,无音频
é’±æ±Ÿéƒ½å¸‚,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8?,网络源,,5.243,未分组,h264,1920x1080,25.0,有音频
Perform (1080p),https://4a72da62.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/Um9rdV9QZXJmb3JtX0hMUw/playlist.m3u8,网络源,,0.240,未分组,,,,无音频
